Age,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Cart_Abandonment_Rate_log,Discount_Usage_Rate_log,Recency,Frequency,Monetary,Engagement_Index,Support_Intensity,Purchase_to_Login_Ratio,Discount_to_Order_Value,Return_to_Purchase_Ratio,Signup_Quarter_Num,Lifetime_Value_Squared,High_Returns_Flag,Cross_Channel_Engagement,Gender_Male,Gender_Other,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_UK,Country_USA,City_Bangalore,City_Berlin,City_Birmingham,City_Brisbane,City_Calgary,City_Chennai,City_Chicago,City_Cologne,City_Delhi,City_Frankfurt,City_Glasgow,City_Hamburg,City_Houston,City_Hyderabad,City_Kyoto,City_Leeds,City_London,City_Los Angeles,City_Lyon,City_Manchester,City_Marseille,City_Melbourne,City_Montreal,City_Mumbai,City_Munich,City_Nagoya,City_New York,City_Nice,City_Osaka,City_Ottawa,City_Paris,City_Perth,City_Phoenix,City_Sydney,City_Tokyo,City_Toronto,City_Toulouse,City_Vancouver,City_Yokohama,Signup_Quarter_Q2,Signup_Quarter_Q3,Signup_Quarter_Q4,Membership_Stage_Growing,Membership_Stage_Newbie,Seasonal_Activity_Low,Seasonal_Activity_Moderate,Seasonal_Activity_Peak,Cluster,Segment_Name,Anomaly_Flag
18.0,0.9,7.0,9.5,4.7,61.5,2.0,5.0,163.57,7.0,41.2,11.3,25.1,9.0,2.0,5.0,17.2,3.0,664.11,1162.0,0,4.135166556742356,3.742420221041966,358.0,5.549389567147614,817.8499999999999,6.7864059445353355,1.5,0.625,0.25034939539405726,1.8833333333333335,2,441042.0921,1,86.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Cost-Sensitive,0
46.0,0.3,9.0,22.4,8.36,70.1,3.0,5.0,83.55,45.0,37.8,6.7,19.7,9.0,1.0,21.4,18.02,1.0,460.16,939.0,1,4.264087336809195,3.6584202466292277,320.0,16.611295681063122,417.75,11.900510770628753,1.5,0.5,0.4470727380248374,1.1166666666666667,2,211747.22560000003,0,385.628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Cost-Sensitive,0
49.0,7.4,6.0,30.5,8.3,74.2,3.0,11.7,76.57,2.0,42.84,9.6,16.0,5.0,0.0,16.1,14.3,5.0,796.5,2296.0,0,4.320151230955794,3.7805466426397603,363.0,1.580867450344548,895.8689999999999,11.49501989785662,0.3937007874015748,1.6714285714285713,0.5522753641871858,0.7559055118110236,4,634412.25,1,230.23000000000002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Cost-Sensitive,0
18.0,1.7,27.0,48.6,17.0,32.4,18.0,26.0,125.46,37.0,27.5,6.0,39.1,3.0,5.0,49.8,28.8,2.0,3500.27375,2827.0,1,3.5085558999826545,3.349904087274605,328.0,15.285126396237509,3261.96,28.150297239388795,0.1111111111111111,0.9285714285714286,0.21746006642416577,0.2222222222222222,1,12251916.324939061,0,1434.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,Cost-Sensitive,1
40.0,3.1,22.0,43.9,16.8,39.7,10.0,39.0,55.21,59.0,25.92,0.1,47.8,0.0,9.0,66.9,34.9,1.0,1819.75,5089.5,0,3.7062280924485496,3.2928695047765273,306.0,12.576588197355692,2153.19,25.316218048570875,0.0,1.6956521739130435,0.46112791318270774,0.0025,4,3311490.0625,0,2334.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-1,Cost-Sensitive,1
43.0,2.5,6.0,17.0,6.0,87.3,1.0,8.0,75.92,55.0,36.2,7.3,0.0,5.0,3.0,0.0,12.1,3.0,501.93,1145.0,1,4.480740107609915,3.616308761279101,310.0,3.198720511795282,607.36,8.490184748775546,0.5555555555555556,1.1428571428571428,0.47061882475299016,0.8111111111111111,2,251933.7249,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Cost-Sensitive,0
37.0,2.5,23.0,52.6,17.8,21.1,15.0,23.0,129.12,6.0,34.6,3.8,40.0,5.0,12.0,84.1,39.9,2.0,3099.89,3153.0,0,3.095577608523707,3.572345637857985,359.0,9.196321471411435,2969.76,27.82132828355941,0.20833333333333334,0.9583333333333334,0.26590839225330465,0.15833333333333333,2,9609318.0121,0,3355.5899999999997,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,Cost-Sensitive,1
28.0,2.1,29.0,47.3,15.2,26.4,9.0,22.0,178.88,21.0,38.8,5.4,43.5,2.0,5.0,22.9,37.9,3.0,3500.27375,3964.0,0,3.3105430133940246,3.6838669122903918,344.0,10.471204188481675,3935.3599999999997,27.523325663984256,0.08695652173913043,0.7333333333333333,0.2156993551256393,0.23478260869565218,1,12251916.324939061,0,867.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,Cost-Sensitive,0
38.0,4.5,25.0,41.0,14.4,52.6,4.0,14.0,142.25,34.0,53.1,1.4,20.7,4.0,5.0,58.0,23.0,1.0,1825.48,2860.0,0,3.9815490680767565,3.9908341858524357,331.0,3.1104199066874028,1991.5,24.529881629489065,0.26666666666666666,0.5384615384615384,0.37068062827225134,0.09333333333333332,2,3332377.2304000002,0,1334.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Cost-Sensitive,0
33.0,2.2,2.0,14.7,4.42,64.7,4.0,10.0,90.49,35.0,12.0,13.5,32.7,4.0,4.0,0.1,14.3,2.0,843.86,2076.0,0,4.185098925490565,2.5649493574615367,330.0,4.543389368468878,904.9,5.065121489419707,0.36363636363636365,3.3333333333333335,0.1311618756148213,1.2272727272727273,2,712099.6996,1,1.4300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Cost-Sensitive,0
20.0,3.3,4.0,21.7,4.7,53.0,2.0,18.2,128.55,2.0,40.8,10.3,6.0,6.0,0.0,53.7,23.5,2.0,1811.77,3333.0,0,3.9889840465642745,3.7328963395307104,363.0,5.513480763405029,2339.61,7.416617149580327,0.3125,3.6399999999999997,0.31493631802392896,0.5364583333333334,4,3282510.5329,1,1261.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1,Cost-Sensitive,0
18.0,4.9,9.0,38.4,14.3,37.8,9.0,14.0,129.83,18.0,27.0,3.9,22.3,5.0,9.0,40.959999999999994,27.439999999999998,2.0,1727.16,2038.0,1,3.6584202466292277,3.332204510175204,347.0,2.856559885737604,1817.6200000000001,17.033474986365,0.3333333333333333,1.4,0.2063746847053428,0.26,3,2983081.6656000004,0,1123.9423999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
38.0,0.3153661108102007,8.0,16.4,8.1,65.0,0.0,66.0,149.75,56.0,58.2,16.85,8.1,4.0,1.0,19.9,12.0,5.0,1266.19,3336.0,0,4.189654742026425,4.0809215418899605,309.0,208.6190579356831,9883.5,10.204841991775657,0.05970149253731343,7.333333333333333,0.38606965174129354,0.25149253731343285,3,1603237.1161000002,1,238.79999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,Cost-Sensitive,0
45.0,3.3,0.0,19.7,1.3,52.4,7.0,8.0,136.65,33.0,23.3,6.8,21.3,9.0,0.0,12.7,12.7,3.0,995.42,791.0,0,3.977810745966149,3.190476350346503,332.0,2.4235080278703425,1093.2,0.0,1.0,8.0,0.16926988739556847,0.7555555555555555,2,990860.9763999999,0,161.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Cost-Sensitive,0
39.0,2.8,8.0,15.7,6.0,95.6,1.0,14.0,61.4,11.0,50.7,6.6,18.5,6.0,1.0,1.9,9.5,2.0,861.09,1831.0,1,4.570578741218473,3.9454577815143836,354.0,4.9982149232417,859.6,9.100116731586366,0.4,1.5555555555555556,0.8125000000000001,0.44,2,741475.9881000001,0,18.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Cost-Sensitive,0
32.0,1.9,3.0,21.8,5.9,65.0,4.0,7.0,126.48,39.0,44.9,11.2,14.1,9.0,0.0,7.9,13.4,4.0,872.61,1661.0,0,4.189654742026425,3.8264651170664994,326.0,3.6822724881641244,885.36,7.280199044592029,1.125,1.75,0.3522121117037966,1.4,3,761448.2121,1,105.86000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Cost-Sensitive,0
31.0,1.2,16.0,49.0,12.5,35.4,6.0,18.0,106.76,19.0,40.2,1.0,29.5,5.0,2.0,33.1,30.3,3.0,1685.42,2643.0,0,3.594568774642695,3.7184382563554808,346.0,14.98751040799334,1921.68,21.399749611301587,0.2631578947368421,1.0588235294117647,0.37305122494432075,0.05263157894736842,2,2840640.5764,0,1002.9300000000001,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Cost-Sensitive,0
25.0,1.6,8.0,19.7,6.6,75.3,1.0,13.0,79.24,72.0,40.1,0.7,6.9,2.0,1.0,7.4,7.2,3.0,1098.01,180.0,0,4.334672938290411,3.716008121502189,293.0,8.119925046845722,1030.12,10.132113580484523,0.14285714285714285,1.4444444444444444,0.49975074775672984,0.049999999999999996,2,1205625.9601,0,53.28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,Cost-Sensitive,0
32.0,2.8,36.0,65.8,23.9,4.9,17.0,41.0,98.91,17.0,40.2,5.4,66.4,0.0,2.0,92.9,54.4,5.0,3469.86,3686.0,0,1.7749523509116738,3.7184382563554808,348.0,14.637629418064979,4055.31,38.39801422022777,0.0,1.1081081081081081,0.40236212591332204,0.1285714285714286,2,12039928.4196,0,4387.702300000009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Cost-Sensitive,1
18.0,2.6,19.0,55.7,18.5,38.5,6.0,20.0,199.54,13.0,40.7,9.0,58.7,3.0,7.0,50.6,38.2,3.0,3223.9,2821.744789887567,0,3.676300671907076,3.730501128804756,352.0,7.6893502499038835,3990.7999999999997,26.952155781853087,0.14285714285714285,1.0,0.20295202952029523,0.42857142857142855,1,10393531.21,1,1932.9200000000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cost-Sensitive,0
29.0,2.3,7.0,20.4,7.0,63.8,5.0,13.0,91.26,3.0,35.52,2.2,38.8,7.0,2.0,25.9,13.7,2.0,915.14,1141.0,0,4.1713056033582285,3.597860055726768,362.0,5.649717514124294,1186.38,9.99866648884937,0.5,1.625,0.3849989161066551,0.15714285714285717,4,837481.2196,0,354.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
34.0,3.8,0.0,26.0,10.1,46.6,3.0,15.0,97.69,8.0,62.0,10.2,41.1,5.0,0.0,41.88,17.0,1.0,1182.37,2163.0,0,3.8628327612373745,4.143134726391533,357.0,3.946329913180742,1465.35,0.0,0.3125,15.0,0.6282298105177829,0.6375,3,1397998.8168999997,1,711.96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1,Cost-Sensitive,0
45.0,2.4,20.0,47.0,13.4,18.5,7.0,27.0,120.51,80.0,22.4,5.2,56.6,1.0,11.0,47.160000000000004,28.5,1.0,3036.29,4911.0,0,2.970414465569701,3.152736022363656,285.0,11.245314452311538,3253.77,23.26720505518841,0.03571428571428571,1.2857142857142858,0.18434696732779193,0.18571428571428572,2,9219056.9641,0,1344.0600000000002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Cost-Sensitive,1
37.0,0.7,0.0,19.1,7.4,70.6,1.0,5.2,101.79,43.0,85.8,6.9,3.3,10.0,1.0,6.8,8.0,2.0,485.38,1451.0,1,4.2710950739666,4.463606621666305,322.0,7.417974322396577,529.3080000000001,0.0,1.6129032258064515,5.2,0.8347115478159354,1.1129032258064517,4,235593.7444,0,54.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1,Cost-Sensitive,0
47.0,3.6,34.0,44.4,13.9,35.3,8.0,21.0,70.17,25.0,27.5,5.8,29.2,2.0,6.0,75.5,38.1,2.0,1600.04,3519.0,1,3.591817741270805,3.349904087274605,340.0,5.83171341294085,1473.57,27.58198782746432,0.09090909090909091,0.6,0.3863987635239567,0.2636363636363636,3,2560128.0016,0,2876.55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
54.0,0.8,9.0,27.4,10.7,70.0,5.0,10.0,103.0,17.0,36.6,9.1,25.3,4.0,3.0,40.5,25.7,1.0,1212.75,2366.0,0,4.2626798770413155,3.6270040503958487,348.0,12.484394506866415,1030.0,13.818437862501455,0.36363636363636365,1.0,0.35192307692307695,0.8272727272727273,1,1470762.5625,1,1040.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cost-Sensitive,0
50.0,0.8,10.0,31.4,10.580000000000002,61.2,4.0,13.0,46.55,36.0,62.0,3.9,18.9,8.0,5.0,22.0,18.6,1.0,490.63,279.0,0,4.130354999745133,4.143134726391533,329.0,16.22971285892634,605.15,14.921246508711777,0.5714285714285714,1.1818181818181819,1.3038906414300737,0.2785714285714286,2,240717.7969,0,409.20000000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,-1,Cost-Sensitive,0
43.0,2.0,12.0,38.7,11.0,53.1,4.0,15.0,230.525,36.0,8.4,10.8,29.0,7.0,3.0,24.7,26.3,2.0,3500.27375,2597.095025866999,1,3.9908341858524357,2.2407096892759584,329.0,7.496251874062969,3457.875,17.222451301535333,0.4375,1.1538461538461537,0.036281179138321996,0.675,2,12251916.324939061,1,649.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,Cost-Sensitive,0
38.0,2.5,28.0,49.1,14.2,23.6,4.0,18.0,109.33,40.0,32.9,1.7,32.3,2.0,6.0,73.1,39.6,2.0,2027.69,4394.0,0,3.202746442938317,3.5234150143864045,325.0,7.197121151539385,1967.94,26.926255097340444,0.10526315789473684,0.6206896551724138,0.29819632013051756,0.08947368421052632,3,4111526.7361000003,0,2894.7599999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
26.0,3.5,13.0,24.38,8.5,67.7,1.0,11.7,63.83,24.0,20.76,5.4,30.6,6.0,5.0,37.2,17.2,4.0,509.7,1661.641158261098,0,4.229749199228304,3.080073421987742,341.0,3.3419023136246784,746.8109999999999,13.914426992457168,0.4724409448818898,0.8357142857142856,0.3202221193891717,0.42519685039370086,4,259794.09,0,639.84,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
46.0,1.7,3.0,17.7,6.8,58.6,4.0,7.0,152.58,5.0,13.6,2.5,3.5,8.0,1.0,8.7,16.220000000000002,1.0,934.81,1452.8259450126254,0,4.087655574071304,2.681021528714291,360.0,4.1152263374485605,1068.0600000000002,7.120893293635146,1.0,1.75,0.08855319703086338,0.3125,1,873869.7360999999,0,141.114,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cost-Sensitive,0
58.0,1.6,11.0,28.1,8.4,55.7,5.0,19.0,186.58,59.0,43.3,5.4,11.3,10.0,0.0,24.7,20.3,1.0,3450.44,1161.0,1,4.037774210733707,3.7909846770510898,306.0,11.867582760774516,3545.0200000000004,13.74440984880809,0.5,1.5833333333333333,0.23083484379997865,0.27,2,11905536.1936,0,501.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,Cost-Sensitive,0
42.0,6.1,32.0,64.5,21.4,5.5,9.0,29.0,68.35,12.0,8.5,14.6,62.0,2.0,11.0,93.5,42.0,1.0,2069.51,3500.0,0,1.8718021769015913,2.2512917986064953,353.0,4.7533191280118015,1982.1499999999999,35.348784824591135,0.06666666666666667,0.8787878787878788,0.12256669069935112,0.48666666666666664,2,4282871.640100001,1,3927.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,Cost-Sensitive,1
61.0,3.5,30.0,44.2,21.8,34.4,7.0,25.0,84.91,12.0,43.3,8.0,35.4,2.0,7.0,75.4,40.0,3.0,2385.07,5089.5,0,3.5667118201397288,3.7909846770510898,353.0,7.140816909454442,2122.75,30.690220300218403,0.07692307692307693,0.8064516129032258,0.504015830520312,0.3076923076923077,2,5688558.9049,0,3016.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,Cost-Sensitive,1
19.0,0.9,12.0,33.6,6.2,53.5,5.0,15.0,109.11,26.0,69.8,3.4,19.8,6.0,2.0,20.0,24.1,1.0,1554.5,1740.0,0,3.9982007016691985,4.259859000699674,339.0,16.64816870144284,1636.65,13.5717985389184,0.375,1.1538461538461537,0.6339115430024521,0.2125,2,2416470.25,0,482.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Cost-Sensitive,0
24.0,6.9,25.0,51.5,16.4,12.6,6.0,35.1,120.84,18.0,69.12,3.1,38.7,1.0,8.0,51.279999999999994,31.1,3.0,2919.66,3198.0,0,2.6100697927420065,4.250208060053033,347.0,5.0862193884944205,4241.484,27.639511427421038,0.027700831024930747,1.35,0.5673013788575181,0.08587257617728532,4,8524414.5156,0,1594.808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,Cost-Sensitive,1
48.0,2.9,15.0,39.8,13.1,59.5,1.0,15.0,91.88,46.0,54.4,3.6,26.2,6.0,2.0,43.96,28.4,3.0,1345.96,2068.3175593975225,0,4.102643365036796,4.014579593753238,319.0,5.17063081695967,1378.1999999999998,19.849452956095487,0.375,0.9375,0.5857019810508183,0.225,3,1811608.3216000001,0,1248.464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Cost-Sensitive,0
41.0,5.5,3.0,23.6,6.2,48.9,2.0,8.0,132.85,45.0,41.3,8.6,14.1,7.0,3.0,21.2,1.0,2.0,1171.0,887.0,0,3.910021002757473,3.744787086052232,320.0,1.4542810398109434,1062.8,7.599907662774724,0.7777777777777778,2.0,0.30855435188644004,0.9555555555555555,3,1371241.0,1,21.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Cost-Sensitive,0
53.0,0.7,24.0,55.9,18.3,9.4,4.0,23.0,104.19,38.0,3.6,11.3,50.2,1.0,6.0,69.4,50.9,1.0,2397.07,4072.0,0,2.341805806147327,1.5260563034950492,327.0,32.810271041369475,2396.37,29.06417812023542,0.041666666666666664,0.92,0.03422378553094401,0.4708333333333334,3,5745944.584900001,1,3532.46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-1,Cost-Sensitive,1
37.0,2.2,0.0,11.6,8.2,66.9,2.0,5.0,88.08,9.0,77.0,7.2,0.0,9.0,1.0,0.0,4.4,1.0,421.95,1626.0,0,4.21803603456465,4.356708826689592,356.0,2.271694684234439,440.4,0.0,1.5,5.0,0.8643915581499776,1.2,3,178041.8025,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1,Cost-Sensitive,0
27.0,2.7,12.0,26.1,16.0,46.9,4.0,16.900000000000002,169.56,28.0,71.28,3.8,30.2,1.0,3.0,40.4,5.1,1.0,2265.38,2998.0,0,3.8691155044168695,4.280547465724028,337.0,6.25694187338023,2865.5640000000003,17.1125177657089,0.055865921787709494,1.3000000000000003,0.4179174484052533,0.21229050279329606,4,5131946.544400001,0,206.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
35.0,2.4,6.0,23.1,5.8,64.2,1.0,15.6,117.0,84.0,22.92,11.2,20.5,8.0,3.0,35.3,20.6,3.0,1566.33,1117.0,1,4.177459468932607,3.1747149290824312,281.0,6.497292794668889,1825.2,9.298161273668251,0.48192771084337344,2.2285714285714286,0.19423728813559324,0.6746987951807228,4,2453389.6689,1,727.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
19.0,2.1,9.0,23.62,8.4,66.1,5.0,14.3,69.04,8.0,24.48,2.2,19.7,9.0,2.0,35.6,19.6,3.0,906.87,1331.0,1,4.206184043977636,3.2378938307039626,357.0,6.80628272251309,987.2720000000002,12.132041752251572,0.5882352941176471,1.4300000000000002,0.3495145631067961,0.14379084967320263,4,822413.1969,0,697.7600000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Cost-Sensitive,0
